 Municipio, Mesa, Censo, Censo total, Votos_electores, Votos_interventores, Votos_totales, Votos_nulos, Votos_blancos, P.S.O.E., F.I.A., CHA, EB, BAR, I.U., P.P., P.C.P.E., PACMA, UPyD, COMPROMISO CON ARAGON, PAR, PODEMOS, EQUO, C`s, RECORTES CERO
 Mediana de Arag?, 1-001 -U, 400.0, 400.0, 276.0, 0.0, 276.0, 10.0, 9.0, 53.0, 0.0, 8.0, 1.0, 0.0, 7.0, 100.0, 0.0, 3.0, 1.0, 0.0, 14.0, 59.0, 0.0, 11.0, 0.0
 Mequinenza, 1-001 -A, 461.0, 461.0, 333.0, 0.0, 333.0, 11.0, 5.0, 129.0, 0.0, 8.0, 2.0, 0.0, 10.0, 40.0, 1.0, 0.0, 0.0, 0.0, 35.0, 66.0, 0.0, 25.0, 1.0
 Mequinenza, 1-001 -B, 481.0, 481.0, 350.0, 0.0, 350.0, 8.0, 9.0, 112.0, 1.0, 10.0, 0.0, 0.0, 4.0, 55.0, 0.0, 1.0, 2.0, 0.0, 42.0, 68.0, 0.0, 37.0, 1.0
 Mequinenza, 2-001 -A, 474.0, 474.0, 326.0, 2.0, 328.0, 18.0, 9.0, 120.0, 0.0, 2.0, 1.0, 0.0, 8.0, 48.0, 0.0, 2.0, 3.0, 0.0, 44.0, 61.0, 0.0, 12.0, 0.0
 Mequinenza, 2-001 -B, 402.0, 402.0, 279.0, 1.0, 280.0, 7.0, 7.0, 87.0, 0.0, 6.0, 0.0, 0.0, 11.0, 38.0, 2.0, 0.0, 0.0, 0.0, 40.0, 63.0, 0.0, 18.0, 1.0
 Mesones de Isuela, 1-001 -U, 263.0, 263.0, 218.0, 0.0, 218.0, 5.0, 5.0, 44.0, 0.0, 3.0, 1.0, 0.0, 26.0, 74.0, 0.0, 0.0, 1.0, 0.0, 24.0, 25.0, 0.0, 10.0, 0.0
 Mezalocha, 1-001 -U, 231.0, 231.0, 192.0, 0.0, 192.0, 1.0, 4.0, 26.0, 0.0, 5.0, 0.0, 0.0, 4.0, 73.0, 1.0, 2.0, 0.0, 0.0, 40.0, 30.0, 0.0, 6.0, 0.0
 Mianos, 1-001 -U, 31.0, 31.0, 30.0, 0.0, 30.0, 0.0, 0.0, 5.0, 0.0, 4.0, 0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 0.0, 0.0, 0.0
 Miedes de Arag?, 1-001 -U, 368.0, 368.0, 291.0, 0.0, 291.0, 0.0, 6.0, 71.0, 0.0, 3.0, 0.0, 0.0, 12.0, 101.0, 1.0, 4.0, 1.0, 0.0, 33.0, 49.0, 1.0, 9.0, 0.0
 Monegrillo, 1-001 -U, 385.0, 385.0, 280.0, 0.0, 280.0, 13.0, 5.0, 123.0, 0.0, 4.0, 0.0, 0.0, 5.0, 67.0, 0.0, 0.0, 1.0, 0.0, 30.0, 20.0, 0.0, 12.0, 0.0
 Moneva, 1-001 -U, 111.0, 111.0, 86.0, 0.0, 86.0, 0.0, 5.0, 5.0, 0.0, 1.0, 1.0, 0.0, 1.0, 24.0, 0.0, 1.0, 1.0, 0.0, 34.0, 2.0, 0.0, 11.0, 0.0
 Monreal de Ariza, 1-001 -U, 199.0, 199.0, 136.0, 0.0, 136.0, 9.0, 5.0, 29.0, 0.0, 3.0, 0.0, 0.0, 2.0, 35.0, 0.0, 0.0, 0.0, 0.0, 28.0, 16.0, 0.0, 9.0, 0.0
 Monterde, 1-001 -U, 236.0, 236.0, 206.0, 0.0, 206.0, 1.0, 2.0, 39.0, 0.0, 0.0, 0.0, 0.0, 5.0, 91.0, 0.0, 0.0, 0.0, 0.0, 19.0, 40.0, 0.0, 9.0, 0.0
 Mont?, 1-001 -U, 95.0, 95.0, 79.0, 0.0, 79.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 1.0, 24.0, 0.0, 0.0, 1.0, 0.0, 39.0, 5.0, 0.0, 0.0, 0.0
 Morata de Jal?, 1-001 -A, 516.0, 516.0, 391.0, 1.0, 392.0, 4.0, 8.0, 121.0, 0.0, 3.0, 4.0, 0.0, 21.0, 91.0, 0.0, 0.0, 1.0, 3.0, 47.0, 75.0, 0.0, 13.0, 1.0
 Morata de Jal?, 1-001 -B, 516.0, 516.0, 374.0, 0.0, 374.0, 1.0, 10.0, 101.0, 0.0, 7.0, 1.0, 0.0, 13.0, 92.0, 0.0, 0.0, 1.0, 3.0, 28.0, 100.0, 0.0, 17.0, 0.0
 Morata de Jiloca, 1-001 -U, 237.0, 237.0, 212.0, 0.0, 212.0, 0.0, 2.0, 36.0, 0.0, 5.0, 0.0, 0.0, 0.0, 59.0, 0.0, 0.0, 0.0, 0.0, 90.0, 18.0, 0.0, 2.0, 0.0
 Mor?, 1-001 -U, 319.0, 319.0, 281.0, 0.0, 281.0, 4.0, 4.0, 72.0, 0.0, 5.0, 0.0, 0.0, 3.0, 109.0, 0.0, 0.0, 0.0, 0.0, 40.0, 32.0, 12.0, 0.0, 0.0
 Moros, 1-001 -U, 311.0, 311.0, 194.0, 0.0, 194.0, 1.0, 4.0, 75.0, 0.0, 7.0, 0.0, 0.0, 5.0, 36.0, 0.0, 1.0, 0.0, 1.0, 16.0, 33.0, 0.0, 15.0, 0.0
 Moyuela, 1-001 -U, 267.0, 267.0, 222.0, 0.0, 222.0, 2.0, 7.0, 79.0, 0.0, 2.0, 0.0, 0.0, 4.0, 93.0, 0.0, 0.0, 1.0, 0.0, 8.0, 21.0, 0.0, 5.0, 0.0
 Mozota, 1-001 -U, 119.0, 119.0, 92.0, 0.0, 92.0, 0.0, 4.0, 5.0, 0.0, 4.0, 0.0, 0.0, 4.0, 25.0, 0.0, 0.0, 1.0, 0.0, 26.0, 21.0, 0.0, 1.0, 1.0
 Muel, 1-001 -A, 520.0, 520.0, 403.0, 0.0, 403.0, 8.0, 5.0, 106.0, 0.0, 24.0, 1.0, 1.0, 10.0, 127.0, 0.0, 1.0, 2.0, 0.0, 31.0, 74.0, 0.0, 13.0, 0.0
 Muel, 1-001 -B, 487.0, 487.0, 376.0, 1.0, 377.0, 8.0, 4.0, 80.0, 0.0, 26.0, 0.0, 0.0, 4.0, 136.0, 0.0, 6.0, 2.0, 2.0, 27.0, 67.0, 0.0, 15.0, 0.0
 Mun?rega, 1-001 -U, 336.0, 337.0, 283.0, 0.0, 283.0, 1.0, 3.0, 51.0, 0.0, 2.0, 0.0, 0.0, 2.0, 87.0, 0.0, 1.0, 6.0, 0.0, 92.0, 23.0, 0.0, 15.0, 0.0
 Murero, 1-001 -U, 118.0, 118.0, 95.0, 0.0, 95.0, 2.0, 0.0, 17.0, 0.0, 2.0, 1.0, 0.0, 1.0, 16.0, 0.0, 0.0, 1.0, 0.0, 43.0, 9.0, 0.0, 2.0, 1.0
 Murillo de G?lego, 1-001 -U, 127.0, 127.0, 105.0, 0.0, 105.0, 0.0, 2.0, 9.0, 0.0, 8.0, 0.0, 0.0, 2.0, 24.0, 0.0, 0.0, 0.0, 0.0, 8.0, 42.0, 2.0, 6.0, 2.0
 Navard?n, 1-001 -U, 41.0, 41.0, 35.0, 0.0, 35.0, 0.0, 0.0, 12.0, 1.0, 2.0, 0.0, 0.0, 0.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 8.0, 0.0, 0.0, 0.0
 Nig?ella, 1-001 -U, 69.0, 69.0, 49.0, 0.0, 49.0, 0.0, 0.0, 3.0, 0.0, 9.0, 0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.0, 3.0, 18.0, 0.0, 0.0, 0.0
 Nombrevilla, 1-001 -U, 32.0, 32.0, 25.0, 0.0, 25.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 14.0, 1.0, 0.0, 1.0, 1.0
 Nonaspe, 1-001 -A, 328.0, 328.0, 242.0, 0.0, 242.0, 7.0, 10.0, 34.0, 0.0, 17.0, 0.0, 1.0, 5.0, 114.0, 0.0, 0.0, 1.0, 0.0, 5.0, 36.0, 0.0, 12.0, 0.0
 Nonaspe, 1-001 -B, 387.0, 387.0, 310.0, 1.0, 311.0, 6.0, 9.0, 71.0, 0.0, 24.0, 0.0, 0.0, 1.0, 137.0, 0.0, 1.0, 2.0, 0.0, 4.0, 47.0, 0.0, 9.0, 0.0
 Novallas, 1-001 -A, 333.0, 333.0, 270.0, 0.0, 270.0, 3.0, 9.0, 127.0, 0.0, 3.0, 1.0, 0.0, 4.0, 72.0, 0.0, 0.0, 2.0, 0.0, 9.0, 28.0, 0.0, 10.0, 2.0
 Novallas, 1-001 -B, 390.0, 390.0, 308.0, 0.0, 308.0, 8.0, 7.0, 121.0, 0.0, 4.0, 0.0, 0.0, 5.0, 98.0, 0.0, 1.0, 1.0, 0.0, 7.0, 39.0, 0.0, 17.0, 0.0
 Novillas, 1-001 -U, 481.0, 481.0, 301.0, 0.0, 301.0, 7.0, 6.0, 97.0, 0.0, 24.0, 1.0, 0.0, 4.0, 99.0, 0.0, 3.0, 1.0, 0.0, 3.0, 39.0, 0.0, 17.0, 0.0
 Nu?alos, 1-001 -U, 235.0, 235.0, 209.0, 0.0, 209.0, 0.0, 10.0, 77.0, 0.0, 7.0, 2.0, 1.0, 1.0, 46.0, 1.0, 2.0, 0.0, 0.0, 27.0, 31.0, 0.0, 4.0, 0.0
 Nuez de Ebro, 1-001 -U, 649.0, 649.0, 488.0, 0.0, 488.0, 6.0, 12.0, 110.0, 0.0, 16.0, 2.0, 0.0, 21.0, 118.0, 2.0, 4.0, 4.0, 3.0, 13.0, 122.0, 1.0, 54.0, 0.0
 Olv?, 1-001 -U, 89.0, 89.0, 67.0, 0.0, 67.0, 1.0, 0.0, 14.0, 0.0, 1.0, 0.0, 0.0, 1.0, 35.0, 0.0, 0.0, 0.0, 0.0, 4.0, 7.0, 0.0, 4.0, 0.0
 Orcajo, 1-001 -U, 53.0, 53.0, 41.0, 0.0, 41.0, 0.0, 2.0, 4.0, 0.0, 1.0, 2.0, 0.0, 4.0, 13.0, 0.0, 0.0, 0.0, 0.0, 3.0, 8.0, 0.0, 4.0, 0.0
 Orera, 1-001 -U, 112.0, 112.0, 97.0, 0.0, 97.0, 1.0, 0.0, 56.0, 0.0, 0.0, 2.0, 0.0, 2.0, 4.0, 0.0, 0.0, 0.0, 0.0, 7.0, 16.0, 0.0, 9.0, 0.0
 Or?, 1-001 -U, 97.0, 97.0, 75.0, 0.0, 75.0, 0.0, 1.0, 19.0, 0.0, 1.0, 1.0, 0.0, 2.0, 38.0, 0.0, 1.0, 1.0, 0.0, 6.0, 1.0, 0.0, 4.0, 0.0
 Oseja, 1-001 -U, 55.0, 55.0, 46.0, 0.0, 46.0, 4.0, 0.0, 9.0, 0.0, 2.0, 0.0, 0.0, 1.0, 9.0, 0.0, 0.0, 0.0, 0.0, 19.0, 0.0, 0.0, 2.0, 0.0
 Osera de Ebro, 1-001 -U, 339.0, 339.0, 241.0, 0.0, 241.0, 3.0, 6.0, 65.0, 0.0, 16.0, 1.0, 0.0, 2.0, 67.0, 0.0, 3.0, 1.0, 1.0, 30.0, 33.0, 0.0, 12.0, 1.0
 Paniza, 1-001 -U, 514.0, 514.0, 446.0, 0.0, 446.0, 16.0, 16.0, 184.0, 0.0, 32.0, 1.0, 0.0, 6.0, 48.0, 0.0, 5.0, 1.0, 0.0, 11.0, 55.0, 0.0, 71.0, 0.0
 Paracuellos de Jiloca, 1-001 -U, 455.0, 455.0, 362.0, 0.0, 362.0, 3.0, 4.0, 129.0, 0.0, 3.0, 2.0, 0.0, 5.0, 85.0, 1.0, 0.0, 4.0, 0.0, 39.0, 33.0, 23.0, 31.0, 0.0
 Paracuellos de la Ribera, 1-001 -U, 160.0, 160.0, 120.0, 0.0, 120.0, 0.0, 3.0, 38.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 1.0, 0.0, 53.0, 8.0, 0.0, 1.0, 0.0
 Pastriz, 1-001 -A, 526.0, 526.0, 417.0, 0.0, 417.0, 6.0, 17.0, 55.0, 0.0, 15.0, 3.0, 0.0, 21.0, 94.0, 2.0, 8.0, 3.0, 1.0, 64.0, 104.0, 0.0, 23.0, 1.0
 Pastriz, 1-001 -B, 506.0, 506.0, 395.0, 0.0, 395.0, 5.0, 11.0, 56.0, 0.0, 13.0, 4.0, 0.0, 12.0, 93.0, 0.0, 8.0, 1.0, 0.0, 62.0, 100.0, 3.0, 27.0, 0.0
 Pedrola, 1-001 -A, 462.0, 462.0, 314.0, 1.0, 315.0, 5.0, 3.0, 132.0, 0.0, 7.0, 0.0, 0.0, 11.0, 74.0, 1.0, 1.0, 2.0, 0.0, 9.0, 60.0, 1.0, 9.0, 0.0
 Pedrola, 1-001 -B, 416.0, 416.0, 270.0, 2.0, 272.0, 10.0, 7.0, 105.0, 0.0, 8.0, 1.0, 0.0, 7.0, 71.0, 0.0, 1.0, 1.0, 1.0, 12.0, 41.0, 0.0, 7.0, 0.0
 Pedrola, 1-002 -A, 478.0, 478.0, 339.0, 0.0, 339.0, 5.0, 3.0, 139.0, 0.0, 9.0, 1.0, 1.0, 24.0, 50.0, 0.0, 1.0, 1.0, 0.0, 12.0, 78.0, 0.0, 15.0, 0.0
 Pedrola, 1-002 -B, 587.0, 587.0, 430.0, 0.0, 430.0, 9.0, 6.0, 208.0, 0.0, 15.0, 0.0, 1.0, 28.0, 48.0, 0.0, 2.0, 2.0, 1.0, 6.0, 81.0, 0.0, 21.0, 2.0
 Pedrola, 1-002 -C, 519.0, 519.0, 376.0, 0.0, 376.0, 8.0, 5.0, 175.0, 1.0, 11.0, 1.0, 4.0, 23.0, 41.0, 1.0, 2.0, 2.0, 0.0, 9.0, 78.0, 0.0, 14.0, 1.0
 Perdiguera, 1-001 -U, 462.0, 462.0, 338.0, 0.0, 338.0, 2.0, 11.0, 44.0, 0.0, 13.0, 2.0, 0.0, 16.0, 134.0, 1.0, 7.0, 1.0, 0.0, 27.0, 63.0, 0.0, 17.0, 0.0
 Piedratajada, 1-001 -U, 110.0, 110.0, 77.0, 0.0, 77.0, 0.0, 2.0, 30.0, 0.0, 2.0, 0.0, 0.0, 10.0, 21.0, 0.0, 0.0, 0.0, 0.0, 2.0, 7.0, 0.0, 3.0, 0.0
 Pina de Ebro, 1-001 -U, 549.0, 549.0, 376.0, 0.0, 376.0, 10.0, 8.0, 109.0, 0.0, 39.0, 3.0, 0.0, 15.0, 101.0, 0.0, 1.0, 1.0, 0.0, 17.0, 55.0, 1.0, 16.0, 0.0
 Pina de Ebro, 1-002 -A, 679.0, 679.0, 489.0, 0.0, 489.0, 11.0, 13.0, 130.0, 1.0, 75.0, 3.0, 0.0, 11.0, 106.0, 0.0, 1.0, 2.0, 0.0, 20.0, 86.0, 0.0, 30.0, 0.0
 Pina de Ebro, 1-002 -B, 590.0, 590.0, 420.0, 0.0, 420.0, 8.0, 9.0, 106.0, 2.0, 75.0, 4.0, 0.0, 2.0, 107.0, 0.0, 0.0, 1.0, 1.0, 16.0, 58.0, 0.0, 30.0, 1.0
 Pinseque, 1-001 -A, 582.0, 582.0, 412.0, 3.0, 415.0, 7.0, 7.0, 100.0, 0.0, 17.0, 8.0, 0.0, 6.0, 137.0, 0.0, 3.0, 3.0, 0.0, 11.0, 84.0, 0.0, 31.0, 1.0
 Pinseque, 1-001 -B, 536.0, 536.0, 406.0, 1.0, 407.0, 9.0, 12.0, 76.0, 0.0, 31.0, 4.0, 0.0, 7.0, 145.0, 0.0, 3.0, 1.0, 0.0, 14.0, 79.0, 0.0, 25.0, 1.0
 Pinseque, 1-002 -A, 696.0, 696.0, 422.0, 2.0, 424.0, 6.0, 11.0, 78.0, 2.0, 23.0, 4.0, 0.0, 5.0, 117.0, 0.0, 8.0, 2.0, 1.0, 8.0, 106.0, 1.0, 51.0, 1.0
 Pinseque, 1-002 -B, 729.0, 729.0, 395.0, 2.0, 397.0, 6.0, 4.0, 64.0, 2.0, 13.0, 4.0, 0.0, 12.0, 108.0, 0.0, 10.0, 3.0, 0.0, 11.0, 115.0, 0.0, 43.0, 2.0
 Plasencia de Jal?, 1-001 -U, 261.0, 261.0, 207.0, 0.0, 207.0, 2.0, 3.0, 55.0, 0.0, 8.0, 0.0, 1.0, 3.0, 109.0, 0.0, 1.0, 0.0, 0.0, 3.0, 16.0, 0.0, 6.0, 0.0
 Pleitas, 1-001 -U, 43.0, 43.0, 40.0, 0.0, 40.0, 0.0, 2.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 0.0, 1.0, 0.0, 0.0, 0.0, 10.0, 0.0, 4.0, 0.0
 Plenas, 1-001 -U, 101.0, 101.0, 83.0, 0.0, 83.0, 3.0, 0.0, 7.0, 0.0, 1.0, 0.0, 0.0, 0.0, 33.0, 0.0, 0.0, 1.0, 0.0, 32.0, 5.0, 0.0, 1.0, 0.0
 Pomer, 1-001 -U, 27.0, 27.0, 16.0, 0.0, 16.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0
 Pozuel de Ariza, 1-001 -U, 24.0, 24.0, 17.0, 0.0, 17.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 0.0, 0.0, 1.0, 0.0, 4.0, 1.0, 0.0, 2.0, 0.0
 Pozuelo de Arag?, 1-001 -U, 239.0, 239.0, 200.0, 0.0, 200.0, 5.0, 13.0, 38.0, 0.0, 7.0, 2.0, 0.0, 2.0, 87.0, 0.0, 0.0, 0.0, 0.0, 18.0, 15.0, 0.0, 12.0, 1.0
 Pradilla de Ebro, 1-001 -U, 455.0, 455.0, 339.0, 0.0, 339.0, 6.0, 6.0, 158.0, 0.0, 1.0, 3.0, 0.0, 2.0, 113.0, 0.0, 0.0, 2.0, 0.0, 19.0, 19.0, 0.0, 10.0, 0.0
 Puebla de Albort?, 1-001 -U, 117.0, 117.0, 91.0, 0.0, 91.0, 2.0, 4.0, 11.0, 0.0, 4.0, 0.0, 0.0, 2.0, 29.0, 0.0, 0.0, 0.0, 1.0, 25.0, 8.0, 0.0, 5.0, 0.0
 Puendeluna, 1-001 -U, 51.0, 51.0, 42.0, 0.0, 42.0, 1.0, 0.0, 17.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 2.0, 13.0, 0.0, 0.0, 2.0
 Purujosa, 1-001 -U, 34.0, 34.0, 24.0, 0.0, 24.0, 2.0, 1.0, 9.0, 0.0, 0.0, 0.0, 0.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0
 Quinto, 1-001 -A, 539.0, 539.0, 386.0, 0.0, 386.0, 10.0, 9.0, 163.0, 0.0, 13.0, 4.0, 0.0, 2.0, 106.0, 0.0, 0.0, 1.0, 0.0, 25.0, 43.0, 0.0, 10.0, 0.0
 Quinto, 1-001 -B, 472.0, 472.0, 351.0, 1.0, 352.0, 4.0, 12.0, 129.0, 0.0, 17.0, 3.0, 0.0, 1.0, 95.0, 0.0, 1.0, 2.0, 2.0, 33.0, 43.0, 0.0, 10.0, 0.0
 Quinto, 1-002 -U, 644.0, 644.0, 505.0, 0.0, 505.0, 18.0, 8.0, 143.0, 0.0, 39.0, 5.0, 0.0, 6.0, 155.0, 2.0, 2.0, 1.0, 0.0, 23.0, 77.0, 0.0, 26.0, 0.0
 Remolinos, 1-001 -A, 451.0, 451.0, 353.0, 1.0, 354.0, 3.0, 5.0, 157.0, 0.0, 12.0, 0.0, 0.0, 9.0, 107.0, 1.0, 0.0, 0.0, 0.0, 7.0, 46.0, 0.0, 7.0, 0.0
 Remolinos, 1-001 -B, 481.0, 481.0, 372.0, 0.0, 372.0, 10.0, 7.0, 183.0, 0.0, 8.0, 0.0, 0.0, 7.0, 94.0, 0.0, 1.0, 1.0, 1.0, 5.0, 43.0, 0.0, 12.0, 0.0
 Retasc?, 1-001 -U, 75.0, 75.0, 60.0, 0.0, 60.0, 0.0, 0.0, 3.0, 0.0, 16.0, 0.0, 0.0, 1.0, 13.0, 0.0, 0.0, 0.0, 0.0, 21.0, 6.0, 0.0, 0.0, 0.0
 Ricla, 1-001 -U, 584.0, 584.0, 355.0, 0.0, 355.0, 7.0, 5.0, 91.0, 0.0, 18.0, 0.0, 0.0, 25.0, 83.0, 0.0, 0.0, 3.0, 1.0, 58.0, 55.0, 0.0, 7.0, 2.0
 Ricla, 1-002 -A, 498.0, 498.0, 325.0, 0.0, 325.0, 7.0, 6.0, 83.0, 0.0, 22.0, 2.0, 0.0, 13.0, 103.0, 0.0, 1.0, 0.0, 0.0, 40.0, 29.0, 1.0, 16.0, 2.0
 Ricla, 1-002 -B, 509.0, 509.0, 343.0, 0.0, 343.0, 3.0, 9.0, 65.0, 0.0, 26.0, 0.0, 0.0, 10.0, 114.0, 0.0, 0.0, 2.0, 1.0, 54.0, 40.0, 0.0, 19.0, 0.0
 Romanos, 1-001 -U, 95.0, 95.0, 67.0, 0.0, 67.0, 0.0, 1.0, 8.0, 0.0, 1.0, 0.0, 0.0, 6.0, 25.0, 0.0, 0.0, 0.0, 0.0, 10.0, 15.0, 0.0, 1.0, 0.0
 Rueda de Jal?, 1-001 -U, 270.0, 270.0, 218.0, 0.0, 218.0, 1.0, 7.0, 39.0, 0.0, 5.0, 1.0, 0.0, 1.0, 117.0, 0.0, 0.0, 1.0, 0.0, 20.0, 10.0, 0.0, 16.0, 0.0
 Ruesca, 1-001 -U, 62.0, 62.0, 50.0, 0.0, 50.0, 0.0, 3.0, 11.0, 0.0, 1.0, 0.0, 0.0, 2.0, 10.0, 0.0, 0.0, 0.0, 0.0, 1.0, 17.0, 0.0, 5.0, 0.0
 Sabi?n, 1-001 -U, 610.0, 610.0, 450.0, 0.0, 450.0, 12.0, 8.0, 99.0, 0.0, 7.0, 1.0, 0.0, 13.0, 202.0, 0.0, 0.0, 0.0, 0.0, 31.0, 51.0, 0.0, 26.0, 0.0
 S?aba, 1-001 -U, 549.0, 549.0, 392.0, 0.0, 392.0, 5.0, 8.0, 149.0, 0.0, 6.0, 0.0, 0.0, 8.0, 112.0, 0.0, 1.0, 2.0, 1.0, 32.0, 57.0, 0.0, 11.0, 0.0
 S?aba, 2-001 -U, 636.0, 636.0, 466.0, 1.0, 467.0, 5.0, 14.0, 166.0, 0.0, 7.0, 1.0, 0.0, 6.0, 175.0, 0.0, 0.0, 1.0, 0.0, 19.0, 56.0, 0.0, 17.0, 0.0
 Salillas de Jal?, 1-001 -U, 266.0, 266.0, 202.0, 0.0, 202.0, 3.0, 8.0, 65.0, 0.0, 9.0, 1.0, 0.0, 3.0, 69.0, 0.0, 0.0, 0.0, 0.0, 7.0, 29.0, 0.0, 8.0, 0.0
 Salvatierra de Esca, 1-001 -U, 178.0, 178.0, 135.0, 0.0, 135.0, 1.0, 4.0, 19.0, 0.0, 21.0, 0.0, 0.0, 3.0, 35.0, 0.0, 0.0, 2.0, 0.0, 11.0, 34.0, 1.0, 4.0, 0.0
 Samper del Salz, 1-001 -U, 124.0, 124.0, 114.0, 0.0, 114.0, 2.0, 6.0, 9.0, 0.0, 0.0, 0.0, 0.0, 2.0, 41.0, 0.0, 1.0, 1.0, 0.0, 36.0, 7.0, 0.0, 9.0, 0.0
 San Mart? de la Virgen de Moncayo, 1-001 -U, 243.0, 243.0, 198.0, 0.0, 198.0, 5.0, 4.0, 23.0, 0.0, 5.0, 2.0, 0.0, 1.0, 109.0, 0.0, 3.0, 0.0, 0.0, 12.0, 21.0, 13.0, 0.0, 0.0
 San Mateo de G?lego, 1-001 -A, 452.0, 452.0, 312.0, 0.0, 312.0, 5.0, 5.0, 58.0, 7.0, 26.0, 1.0, 1.0, 2.0, 99.0, 0.0, 5.0, 1.0, 0.0, 21.0, 58.0, 1.0, 22.0, 0.0
 San Mateo de G?lego, 1-001 -B, 518.0, 518.0, 340.0, 0.0, 340.0, 6.0, 12.0, 80.0, 8.0, 23.0, 2.0, 2.0, 1.0, 81.0, 1.0, 0.0, 1.0, 1.0, 25.0, 69.0, 0.0, 28.0, 0.0
 San Mateo de G?lego, 1-002 -A, 651.0, 651.0, 438.0, 0.0, 438.0, 10.0, 10.0, 92.0, 2.0, 30.0, 1.0, 2.0, 15.0, 132.0, 0.0, 5.0, 5.0, 2.0, 22.0, 82.0, 0.0, 28.0, 0.0
 San Mateo de G?lego, 1-002 -B, 699.0, 699.0, 488.0, 0.0, 488.0, 4.0, 13.0, 97.0, 5.0, 27.0, 6.0, 2.0, 11.0, 132.0, 1.0, 5.0, 2.0, 2.0, 26.0, 107.0, 1.0, 47.0, 0.0
 Santa Cruz de Gr?, 1-001 -U, 108.0, 108.0, 93.0, 0.0, 93.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 46.0, 0.0, 0.0, 0.0, 0.0, 19.0, 5.0, 0.0, 1.0, 0.0
 Santa Cruz de Moncayo, 1-001 -U, 104.0, 104.0, 81.0, 0.0, 81.0, 1.0, 4.0, 11.0, 0.0, 3.0, 0.0, 0.0, 1.0, 37.0, 0.0, 0.0, 1.0, 0.0, 2.0, 18.0, 0.0, 2.0, 1.0
 Santa Eulalia de G?lego, 1-001 -U, 102.0, 102.0, 80.0, 0.0, 80.0, 0.0, 0.0, 5.0, 0.0, 5.0, 0.0, 0.0, 2.0, 22.0, 0.0, 1.0, 0.0, 0.0, 23.0, 16.0, 0.0, 6.0, 0.0
 Santed, 1-001 -U, 63.0, 63.0, 51.0, 0.0, 51.0, 0.0, 1.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 31.0, 0.0, 0.0, 1.0, 0.0, 4.0, 7.0, 0.0, 3.0, 0.0
 S?tago, 1-001 -A, 531.0, 531.0, 394.0, 0.0, 394.0, 4.0, 10.0, 108.0, 0.0, 15.0, 2.0, 1.0, 11.0, 96.0, 0.0, 0.0, 1.0, 0.0, 68.0, 62.0, 0.0, 16.0, 0.0
 S?tago, 1-001 -B, 517.0, 517.0, 370.0, 0.0, 370.0, 9.0, 4.0, 92.0, 0.0, 14.0, 1.0, 1.0, 12.0, 71.0, 0.0, 0.0, 2.0, 1.0, 69.0, 76.0, 1.0, 17.0, 0.0
 Sediles, 1-001 -U, 96.0, 96.0, 78.0, 0.0, 78.0, 2.0, 2.0, 10.0, 0.0, 28.0, 0.0, 0.0, 0.0, 21.0, 0.0, 1.0, 3.0, 0.0, 0.0, 10.0, 0.0, 1.0, 0.0
 Sestrica, 1-001 -U, 346.0, 346.0, 286.0, 0.0, 286.0, 4.0, 9.0, 73.0, 0.0, 7.0, 0.0, 0.0, 0.0, 97.0, 0.0, 0.0, 0.0, 0.0, 81.0, 5.0, 0.0, 10.0, 0.0
 Sierra de Luna, 1-001 -U, 209.0, 209.0, 172.0, 0.0, 172.0, 2.0, 7.0, 23.0, 1.0, 3.0, 1.0, 0.0, 1.0, 38.0, 0.0, 0.0, 1.0, 0.0, 65.0, 19.0, 0.0, 11.0, 0.0
 Sig??, 1-001 -U, 97.0, 97.0, 79.0, 0.0, 79.0, 1.0, 2.0, 18.0, 0.0, 2.0, 0.0, 0.0, 2.0, 16.0, 0.0, 0.0, 0.0, 0.0, 21.0, 10.0, 0.0, 7.0, 0.0
 Sisam?, 1-001 -U, 43.0, 43.0, 30.0, 0.0, 30.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 13.0, 1.0, 0.0, 0.0, 0.0
