 Municipio, Mesa, Censo, Censo total, Votos_electores, Votos_interventores, Votos_totales, Votos_nulos, Votos_blancos, P.S.O.E., F.I.A., CHA, EB, BAR, I.U., P.P., P.C.P.E., PACMA, UPyD, COMPROMISO CON ARAGON, PAR, PODEMOS, EQUO, C`s, RECORTES CERO
 Zaragoza, 10-069 -A, 736.0, 736.0, 463.0, 0.0, 463.0, 4.0, 17.0, 90.0, 0.0, 48.0, 5.0, 0.0, 24.0, 68.0, 0.0, 5.0, 2.0, 0.0, 10.0, 120.0, 1.0, 68.0, 1.0
 Zaragoza, 10-069 -B, 793.0, 793.0, 520.0, 0.0, 520.0, 5.0, 12.0, 91.0, 1.0, 49.0, 5.0, 1.0, 28.0, 96.0, 0.0, 9.0, 9.0, 0.0, 19.0, 130.0, 1.0, 63.0, 1.0
 Zaragoza, 10-070 -A, 439.0, 439.0, 319.0, 0.0, 319.0, 1.0, 7.0, 57.0, 0.0, 18.0, 5.0, 0.0, 17.0, 70.0, 0.0, 2.0, 4.0, 0.0, 11.0, 83.0, 0.0, 43.0, 1.0
 Zaragoza, 10-070 -B, 459.0, 459.0, 342.0, 0.0, 342.0, 8.0, 9.0, 67.0, 0.0, 19.0, 8.0, 0.0, 22.0, 83.0, 0.0, 3.0, 5.0, 0.0, 6.0, 83.0, 1.0, 28.0, 0.0
 Zaragoza, 10-071 -A, 591.0, 591.0, 427.0, 0.0, 427.0, 1.0, 10.0, 59.0, 2.0, 19.0, 4.0, 0.0, 23.0, 117.0, 0.0, 3.0, 3.0, 0.0, 14.0, 98.0, 0.0, 74.0, 0.0
 Zaragoza, 10-071 -B, 610.0, 610.0, 447.0, 0.0, 447.0, 6.0, 12.0, 77.0, 0.0, 20.0, 2.0, 0.0, 16.0, 112.0, 0.0, 1.0, 6.0, 2.0, 22.0, 98.0, 0.0, 70.0, 3.0
 Zaragoza, 10-072 -U, 733.0, 733.0, 525.0, 0.0, 525.0, 8.0, 5.0, 83.0, 1.0, 38.0, 12.0, 1.0, 33.0, 116.0, 0.0, 1.0, 12.0, 2.0, 15.0, 143.0, 0.0, 50.0, 5.0
 Zaragoza, 10-073 -A, 497.0, 497.0, 350.0, 0.0, 350.0, 5.0, 4.0, 70.0, 0.0, 20.0, 2.0, 0.0, 25.0, 77.0, 0.0, 1.0, 7.0, 2.0, 9.0, 96.0, 0.0, 32.0, 0.0
 Zaragoza, 10-073 -B, 538.0, 538.0, 376.0, 0.0, 376.0, 0.0, 7.0, 85.0, 0.0, 29.0, 4.0, 0.0, 24.0, 64.0, 1.0, 0.0, 6.0, 1.0, 15.0, 93.0, 0.0, 47.0, 0.0
 Zaragoza, 10-074 -A, 595.0, 595.0, 415.0, 0.0, 415.0, 7.0, 4.0, 64.0, 3.0, 34.0, 2.0, 1.0, 32.0, 81.0, 0.0, 3.0, 7.0, 3.0, 23.0, 101.0, 2.0, 46.0, 2.0
 Zaragoza, 10-074 -B, 665.0, 665.0, 500.0, 0.0, 500.0, 2.0, 11.0, 92.0, 0.0, 37.0, 5.0, 1.0, 21.0, 97.0, 0.0, 2.0, 11.0, 4.0, 21.0, 127.0, 1.0, 68.0, 0.0
 Zaragoza, 10-074 -C, 570.0, 570.0, 421.0, 0.0, 421.0, 3.0, 12.0, 61.0, 0.0, 34.0, 3.0, 1.0, 20.0, 86.0, 0.0, 6.0, 4.0, 0.0, 13.0, 123.0, 1.0, 52.0, 2.0
 Zaragoza, 10-075 -U, 816.0, 816.0, 529.0, 0.0, 529.0, 2.0, 10.0, 114.0, 0.0, 45.0, 6.0, 0.0, 17.0, 111.0, 0.0, 4.0, 7.0, 0.0, 14.0, 161.0, 2.0, 36.0, 0.0
 Zaragoza, 10-076 -A, 478.0, 478.0, 349.0, 0.0, 349.0, 5.0, 9.0, 55.0, 0.0, 16.0, 5.0, 1.0, 19.0, 73.0, 0.0, 7.0, 9.0, 1.0, 8.0, 90.0, 1.0, 50.0, 0.0
 Zaragoza, 10-076 -B, 522.0, 522.0, 351.0, 0.0, 351.0, 4.0, 11.0, 59.0, 1.0, 23.0, 2.0, 0.0, 13.0, 69.0, 1.0, 7.0, 6.0, 2.0, 10.0, 91.0, 0.0, 50.0, 2.0
 Zaragoza, 10-077 -A, 618.0, 618.0, 424.0, 0.0, 424.0, 2.0, 11.0, 68.0, 0.0, 18.0, 4.0, 1.0, 19.0, 92.0, 0.0, 3.0, 9.0, 1.0, 14.0, 117.0, 1.0, 64.0, 0.0
 Zaragoza, 10-077 -B, 705.0, 705.0, 460.0, 0.0, 460.0, 5.0, 9.0, 72.0, 0.0, 21.0, 2.0, 0.0, 32.0, 112.0, 0.0, 9.0, 4.0, 1.0, 9.0, 102.0, 1.0, 81.0, 0.0
 Zaragoza, 10-078 -U, 786.0, 786.0, 584.0, 0.0, 584.0, 4.0, 13.0, 90.0, 0.0, 33.0, 4.0, 1.0, 57.0, 119.0, 0.0, 8.0, 6.0, 4.0, 20.0, 158.0, 3.0, 64.0, 0.0
 Zaragoza, 10-079 -A, 576.0, 576.0, 365.0, 0.0, 365.0, 3.0, 3.0, 56.0, 0.0, 16.0, 3.0, 1.0, 20.0, 70.0, 1.0, 4.0, 1.0, 1.0, 10.0, 111.0, 0.0, 64.0, 1.0
 Zaragoza, 10-079 -B, 555.0, 555.0, 368.0, 0.0, 368.0, 1.0, 6.0, 48.0, 2.0, 20.0, 7.0, 0.0, 24.0, 66.0, 1.0, 1.0, 5.0, 3.0, 9.0, 115.0, 1.0, 59.0, 0.0
 Zaragoza, 10-080 -A, 481.0, 481.0, 298.0, 0.0, 298.0, 0.0, 5.0, 45.0, 0.0, 15.0, 1.0, 1.0, 24.0, 50.0, 0.0, 2.0, 7.0, 0.0, 6.0, 96.0, 0.0, 46.0, 0.0
 Zaragoza, 10-080 -B, 539.0, 539.0, 324.0, 0.0, 324.0, 1.0, 3.0, 50.0, 1.0, 29.0, 3.0, 3.0, 19.0, 53.0, 1.0, 3.0, 6.0, 1.0, 14.0, 79.0, 1.0, 57.0, 0.0
 Zaragoza, 10-081 -A, 672.0, 672.0, 470.0, 0.0, 470.0, 6.0, 13.0, 71.0, 1.0, 37.0, 8.0, 0.0, 21.0, 84.0, 0.0, 8.0, 9.0, 1.0, 10.0, 125.0, 2.0, 71.0, 3.0
 Zaragoza, 10-081 -B, 748.0, 748.0, 515.0, 0.0, 515.0, 2.0, 12.0, 76.0, 0.0, 34.0, 7.0, 0.0, 24.0, 91.0, 0.0, 1.0, 5.0, 4.0, 17.0, 156.0, 0.0, 85.0, 1.0
 Zaragoza, 10-082 -A, 646.0, 646.0, 478.0, 0.0, 478.0, 5.0, 12.0, 74.0, 0.0, 29.0, 5.0, 0.0, 28.0, 112.0, 0.0, 5.0, 9.0, 0.0, 23.0, 117.0, 0.0, 59.0, 0.0
 Zaragoza, 10-082 -B, 683.0, 683.0, 508.0, 0.0, 508.0, 3.0, 6.0, 75.0, 1.0, 28.0, 10.0, 0.0, 27.0, 106.0, 1.0, 4.0, 14.0, 1.0, 22.0, 108.0, 0.0, 101.0, 1.0
 Zaragoza, 10-083 -A, 390.0, 390.0, 291.0, 0.0, 291.0, 2.0, 7.0, 43.0, 0.0, 27.0, 3.0, 1.0, 21.0, 48.0, 0.0, 6.0, 4.0, 0.0, 11.0, 79.0, 0.0, 38.0, 1.0
 Zaragoza, 10-083 -B, 444.0, 444.0, 334.0, 0.0, 334.0, 3.0, 2.0, 44.0, 0.0, 38.0, 4.0, 0.0, 18.0, 59.0, 0.0, 4.0, 6.0, 0.0, 10.0, 85.0, 1.0, 60.0, 0.0
 Zaragoza, 10-084 -A, 473.0, 473.0, 347.0, 0.0, 347.0, 0.0, 3.0, 45.0, 0.0, 23.0, 4.0, 1.0, 15.0, 76.0, 0.0, 0.0, 6.0, 1.0, 15.0, 99.0, 2.0, 57.0, 0.0
 Zaragoza, 10-084 -B, 515.0, 515.0, 374.0, 0.0, 374.0, 4.0, 5.0, 51.0, 0.0, 23.0, 6.0, 2.0, 11.0, 71.0, 0.0, 3.0, 9.0, 0.0, 17.0, 91.0, 4.0, 76.0, 1.0
 Zaragoza, 10-085 -A, 614.0, 614.0, 416.0, 0.0, 416.0, 1.0, 7.0, 61.0, 0.0, 26.0, 6.0, 0.0, 20.0, 73.0, 0.0, 7.0, 3.0, 0.0, 20.0, 127.0, 2.0, 62.0, 1.0
 Zaragoza, 10-085 -B, 717.0, 717.0, 477.0, 0.0, 477.0, 3.0, 4.0, 63.0, 0.0, 27.0, 6.0, 0.0, 27.0, 83.0, 0.0, 4.0, 7.0, 3.0, 26.0, 154.0, 2.0, 67.0, 1.0
 Zaragoza, 10-086 -A, 619.0, 619.0, 448.0, 0.0, 448.0, 4.0, 10.0, 54.0, 0.0, 31.0, 2.0, 0.0, 29.0, 61.0, 0.0, 2.0, 7.0, 1.0, 7.0, 169.0, 0.0, 70.0, 1.0
 Zaragoza, 10-086 -B, 698.0, 698.0, 517.0, 0.0, 517.0, 2.0, 6.0, 67.0, 0.0, 59.0, 9.0, 0.0, 53.0, 81.0, 0.0, 4.0, 8.0, 4.0, 9.0, 152.0, 0.0, 63.0, 0.0
 Zaragoza, 10-087 -A, 531.0, 531.0, 348.0, 0.0, 348.0, 8.0, 5.0, 43.0, 0.0, 35.0, 10.0, 0.0, 14.0, 62.0, 0.0, 2.0, 10.0, 5.0, 11.0, 119.0, 1.0, 23.0, 0.0
 Zaragoza, 10-087 -B, 540.0, 540.0, 341.0, 0.0, 341.0, 3.0, 8.0, 46.0, 0.0, 40.0, 5.0, 0.0, 16.0, 56.0, 1.0, 9.0, 8.0, 6.0, 10.0, 102.0, 0.0, 31.0, 0.0
 Zaragoza, 10-088 -A, 615.0, 615.0, 471.0, 0.0, 471.0, 4.0, 9.0, 72.0, 0.0, 31.0, 8.0, 0.0, 24.0, 100.0, 0.0, 3.0, 6.0, 3.0, 30.0, 104.0, 0.0, 77.0, 0.0
 Zaragoza, 10-088 -B, 521.0, 521.0, 413.0, 0.0, 413.0, 3.0, 18.0, 54.0, 0.0, 18.0, 4.0, 0.0, 27.0, 96.0, 0.0, 2.0, 13.0, 1.0, 17.0, 91.0, 0.0, 68.0, 1.0
 Zaragoza, 10-089 -A, 465.0, 465.0, 354.0, 0.0, 354.0, 2.0, 5.0, 58.0, 0.0, 22.0, 4.0, 0.0, 15.0, 87.0, 0.0, 5.0, 4.0, 1.0, 18.0, 69.0, 0.0, 62.0, 2.0
 Zaragoza, 10-089 -B, 506.0, 506.0, 368.0, 0.0, 368.0, 5.0, 18.0, 52.0, 0.0, 18.0, 8.0, 0.0, 21.0, 72.0, 0.0, 6.0, 4.0, 0.0, 17.0, 64.0, 0.0, 81.0, 2.0
 Zaragoza, 10-090 -A, 459.0, 459.0, 325.0, 0.0, 325.0, 6.0, 5.0, 59.0, 0.0, 30.0, 6.0, 0.0, 13.0, 63.0, 0.0, 4.0, 8.0, 0.0, 13.0, 91.0, 0.0, 27.0, 0.0
 Zaragoza, 10-090 -B, 482.0, 482.0, 344.0, 0.0, 344.0, 8.0, 4.0, 61.0, 0.0, 22.0, 7.0, 1.0, 25.0, 68.0, 0.0, 2.0, 10.0, 0.0, 21.0, 85.0, 0.0, 29.0, 1.0
 Zaragoza, 10-091 -A, 456.0, 456.0, 323.0, 0.0, 323.0, 1.0, 10.0, 34.0, 0.0, 17.0, 4.0, 2.0, 23.0, 60.0, 0.0, 4.0, 4.0, 1.0, 11.0, 94.0, 0.0, 58.0, 0.0
 Zaragoza, 10-091 -B, 449.0, 449.0, 317.0, 0.0, 317.0, 1.0, 6.0, 40.0, 0.0, 17.0, 0.0, 0.0, 28.0, 59.0, 0.0, 7.0, 6.0, 2.0, 9.0, 105.0, 0.0, 37.0, 0.0
 Zaragoza, 11-001 -A, 661.0, 661.0, 338.0, 0.0, 338.0, 3.0, 7.0, 41.0, 0.0, 14.0, 3.0, 0.0, 10.0, 130.0, 0.0, 0.0, 5.0, 2.0, 14.0, 67.0, 0.0, 41.0, 1.0
 Zaragoza, 11-001 -B, 648.0, 648.0, 278.0, 0.0, 278.0, 2.0, 7.0, 37.0, 0.0, 11.0, 1.0, 0.0, 6.0, 103.0, 1.0, 0.0, 5.0, 1.0, 8.0, 46.0, 0.0, 49.0, 1.0
 Zaragoza, 11-002 -U, 542.0, 542.0, 276.0, 0.0, 276.0, 3.0, 3.0, 65.0, 0.0, 18.0, 2.0, 1.0, 15.0, 65.0, 1.0, 2.0, 4.0, 2.0, 11.0, 67.0, 0.0, 17.0, 0.0
 Zaragoza, 11-003 -A, 569.0, 569.0, 362.0, 0.0, 362.0, 3.0, 11.0, 75.0, 0.0, 16.0, 5.0, 0.0, 11.0, 78.0, 0.0, 2.0, 7.0, 1.0, 9.0, 87.0, 0.0, 57.0, 0.0
 Zaragoza, 11-003 -B, 545.0, 545.0, 363.0, 0.0, 363.0, 2.0, 11.0, 63.0, 0.0, 23.0, 1.0, 0.0, 9.0, 84.0, 0.0, 7.0, 6.0, 6.0, 13.0, 87.0, 0.0, 50.0, 1.0
 Zaragoza, 11-003 -C, 465.0, 465.0, 290.0, 0.0, 290.0, 4.0, 6.0, 47.0, 0.0, 9.0, 3.0, 0.0, 12.0, 58.0, 2.0, 6.0, 5.0, 1.0, 15.0, 93.0, 0.0, 28.0, 1.0
 Zaragoza, 11-004 -A, 422.0, 422.0, 275.0, 0.0, 275.0, 2.0, 4.0, 49.0, 0.0, 18.0, 5.0, 0.0, 23.0, 64.0, 0.0, 3.0, 3.0, 0.0, 11.0, 70.0, 0.0, 23.0, 0.0
 Zaragoza, 11-004 -B, 432.0, 432.0, 281.0, 0.0, 281.0, 5.0, 3.0, 52.0, 0.0, 21.0, 3.0, 0.0, 27.0, 55.0, 1.0, 4.0, 3.0, 1.0, 10.0, 76.0, 0.0, 20.0, 0.0
 Zaragoza, 11-006 -A, 486.0, 486.0, 286.0, 0.0, 286.0, 2.0, 4.0, 30.0, 0.0, 18.0, 2.0, 2.0, 14.0, 105.0, 0.0, 3.0, 1.0, 0.0, 12.0, 68.0, 0.0, 25.0, 0.0
 Zaragoza, 11-006 -B, 472.0, 472.0, 270.0, 0.0, 270.0, 4.0, 5.0, 44.0, 0.0, 22.0, 2.0, 0.0, 12.0, 91.0, 0.0, 2.0, 5.0, 0.0, 8.0, 53.0, 0.0, 22.0, 0.0
 Zaragoza, 11-007 -A, 426.0, 426.0, 239.0, 0.0, 239.0, 3.0, 4.0, 38.0, 0.0, 15.0, 5.0, 0.0, 8.0, 54.0, 0.0, 3.0, 4.0, 0.0, 22.0, 67.0, 1.0, 15.0, 0.0
 Zaragoza, 11-007 -B, 464.0, 464.0, 279.0, 0.0, 279.0, 4.0, 12.0, 49.0, 0.0, 25.0, 6.0, 0.0, 11.0, 62.0, 0.0, 3.0, 2.0, 0.0, 16.0, 63.0, 1.0, 25.0, 0.0
 Zaragoza, 11-008 -A, 565.0, 565.0, 330.0, 0.0, 330.0, 7.0, 5.0, 52.0, 0.0, 22.0, 3.0, 1.0, 5.0, 89.0, 0.0, 5.0, 3.0, 1.0, 21.0, 74.0, 1.0, 41.0, 0.0
 Zaragoza, 11-008 -B, 527.0, 527.0, 341.0, 0.0, 341.0, 5.0, 3.0, 72.0, 0.0, 22.0, 2.0, 1.0, 14.0, 81.0, 0.0, 3.0, 3.0, 1.0, 25.0, 74.0, 0.0, 34.0, 1.0
 Zaragoza, 11-009 -A, 587.0, 587.0, 365.0, 0.0, 365.0, 4.0, 3.0, 65.0, 2.0, 25.0, 2.0, 0.0, 17.0, 85.0, 1.0, 3.0, 7.0, 1.0, 13.0, 86.0, 0.0, 50.0, 1.0
 Zaragoza, 11-009 -B, 530.0, 530.0, 300.0, 0.0, 300.0, 2.0, 2.0, 50.0, 0.0, 22.0, 9.0, 0.0, 18.0, 66.0, 0.0, 3.0, 0.0, 3.0, 4.0, 83.0, 0.0, 38.0, 0.0
 Zaragoza, 11-010 -A, 526.0, 526.0, 331.0, 0.0, 331.0, 5.0, 5.0, 61.0, 0.0, 19.0, 2.0, 0.0, 26.0, 66.0, 0.0, 6.0, 4.0, 0.0, 8.0, 79.0, 0.0, 49.0, 1.0
 Zaragoza, 11-010 -B, 558.0, 558.0, 382.0, 0.0, 382.0, 4.0, 3.0, 62.0, 1.0, 29.0, 4.0, 0.0, 14.0, 82.0, 0.0, 4.0, 7.0, 0.0, 5.0, 102.0, 0.0, 65.0, 0.0
 Zaragoza, 11-011 -A, 543.0, 543.0, 379.0, 0.0, 379.0, 5.0, 7.0, 57.0, 1.0, 22.0, 2.0, 2.0, 28.0, 68.0, 1.0, 9.0, 3.0, 3.0, 12.0, 116.0, 0.0, 41.0, 2.0
 Zaragoza, 11-011 -B, 572.0, 575.0, 378.0, 0.0, 378.0, 5.0, 9.0, 55.0, 0.0, 29.0, 3.0, 0.0, 38.0, 62.0, 0.0, 8.0, 7.0, 1.0, 13.0, 103.0, 1.0, 44.0, 0.0
 Zaragoza, 11-012 -U, 800.0, 800.0, 585.0, 0.0, 585.0, 10.0, 14.0, 59.0, 0.0, 13.0, 9.0, 0.0, 16.0, 250.0, 0.0, 5.0, 7.0, 0.0, 23.0, 91.0, 0.0, 88.0, 0.0
 Zaragoza, 11-013 -A, 476.0, 476.0, 292.0, 0.0, 292.0, 2.0, 15.0, 39.0, 0.0, 8.0, 1.0, 0.0, 7.0, 101.0, 0.0, 4.0, 3.0, 0.0, 16.0, 56.0, 1.0, 38.0, 1.0
 Zaragoza, 11-013 -B, 543.0, 543.0, 327.0, 0.0, 327.0, 3.0, 10.0, 54.0, 0.0, 12.0, 8.0, 0.0, 13.0, 97.0, 0.0, 2.0, 11.0, 3.0, 9.0, 73.0, 0.0, 31.0, 1.0
 Zaragoza, 11-015 -A, 605.0, 605.0, 436.0, 0.0, 436.0, 7.0, 10.0, 39.0, 0.0, 31.0, 5.0, 2.0, 28.0, 96.0, 0.0, 2.0, 9.0, 0.0, 21.0, 110.0, 1.0, 71.0, 4.0
 Zaragoza, 11-015 -B, 651.0, 651.0, 469.0, 0.0, 469.0, 5.0, 8.0, 57.0, 0.0, 24.0, 12.0, 0.0, 30.0, 79.0, 0.0, 6.0, 10.0, 3.0, 17.0, 127.0, 1.0, 89.0, 1.0
 Zaragoza, 11-015 -C, 583.0, 583.0, 411.0, 0.0, 411.0, 3.0, 9.0, 47.0, 0.0, 26.0, 8.0, 0.0, 28.0, 78.0, 1.0, 2.0, 1.0, 2.0, 23.0, 111.0, 1.0, 70.0, 1.0
 Zaragoza, 11-016 -A, 667.0, 667.0, 425.0, 0.0, 425.0, 5.0, 4.0, 75.0, 0.0, 29.0, 5.0, 1.0, 40.0, 77.0, 1.0, 2.0, 5.0, 1.0, 9.0, 126.0, 2.0, 42.0, 1.0
 Zaragoza, 11-016 -B, 676.0, 676.0, 444.0, 0.0, 444.0, 2.0, 7.0, 91.0, 0.0, 37.0, 6.0, 3.0, 24.0, 60.0, 1.0, 8.0, 6.0, 1.0, 12.0, 131.0, 4.0, 49.0, 2.0
 Zaragoza, 11-017 -U, 778.0, 778.0, 502.0, 0.0, 502.0, 8.0, 6.0, 94.0, 1.0, 16.0, 10.0, 0.0, 22.0, 130.0, 2.0, 4.0, 9.0, 2.0, 10.0, 139.0, 2.0, 45.0, 2.0
 Zaragoza, 11-018 -A, 571.0, 571.0, 398.0, 0.0, 398.0, 6.0, 13.0, 65.0, 1.0, 22.0, 4.0, 0.0, 20.0, 109.0, 0.0, 3.0, 4.0, 1.0, 10.0, 87.0, 0.0, 53.0, 0.0
 Zaragoza, 11-018 -B, 601.0, 601.0, 415.0, 0.0, 415.0, 5.0, 8.0, 70.0, 4.0, 27.0, 3.0, 2.0, 24.0, 83.0, 0.0, 1.0, 8.0, 1.0, 23.0, 97.0, 0.0, 59.0, 0.0
 Zaragoza, 11-018 -C, 564.0, 564.0, 368.0, 0.0, 368.0, 3.0, 3.0, 64.0, 1.0, 15.0, 1.0, 0.0, 20.0, 88.0, 0.0, 4.0, 7.0, 0.0, 12.0, 92.0, 2.0, 54.0, 2.0
 Zaragoza, 11-019 -A, 550.0, 550.0, 383.0, 0.0, 383.0, 3.0, 8.0, 58.0, 1.0, 25.0, 2.0, 1.0, 11.0, 83.0, 0.0, 1.0, 11.0, 1.0, 18.0, 85.0, 0.0, 73.0, 2.0
 Zaragoza, 11-019 -B, 554.0, 554.0, 383.0, 0.0, 383.0, 1.0, 5.0, 58.0, 0.0, 29.0, 6.0, 4.0, 22.0, 64.0, 0.0, 3.0, 6.0, 0.0, 12.0, 106.0, 0.0, 67.0, 0.0
 Zaragoza, 12-001 -A, 584.0, 584.0, 361.0, 0.0, 361.0, 5.0, 6.0, 68.0, 1.0, 21.0, 2.0, 0.0, 16.0, 102.0, 0.0, 2.0, 2.0, 0.0, 13.0, 76.0, 2.0, 45.0, 0.0
 Zaragoza, 12-001 -B, 609.0, 609.0, 348.0, 0.0, 348.0, 0.0, 4.0, 54.0, 0.0, 15.0, 5.0, 0.0, 14.0, 76.0, 0.0, 2.0, 5.0, 1.0, 5.0, 117.0, 0.0, 50.0, 0.0
 Zaragoza, 12-001 -C, 574.0, 574.0, 343.0, 0.0, 343.0, 3.0, 8.0, 50.0, 0.0, 15.0, 3.0, 0.0, 18.0, 91.0, 0.0, 2.0, 14.0, 1.0, 9.0, 89.0, 1.0, 39.0, 0.0
 Zaragoza, 12-002 -U, 728.0, 728.0, 464.0, 0.0, 464.0, 7.0, 5.0, 33.0, 0.0, 8.0, 6.0, 0.0, 1.0, 280.0, 0.0, 3.0, 3.0, 0.0, 21.0, 36.0, 0.0, 60.0, 1.0
 Zaragoza, 12-003 -A, 826.0, 826.0, 476.0, 0.0, 476.0, 5.0, 12.0, 124.0, 0.0, 27.0, 4.0, 0.0, 20.0, 116.0, 1.0, 1.0, 7.0, 0.0, 20.0, 81.0, 3.0, 54.0, 1.0
 Zaragoza, 12-003 -B, 765.0, 765.0, 474.0, 0.0, 474.0, 1.0, 8.0, 120.0, 0.0, 28.0, 4.0, 1.0, 24.0, 95.0, 2.0, 4.0, 3.0, 0.0, 19.0, 121.0, 1.0, 40.0, 3.0
 Zaragoza, 12-004 -A, 514.0, 514.0, 269.0, 0.0, 269.0, 4.0, 3.0, 63.0, 2.0, 14.0, 2.0, 1.0, 11.0, 46.0, 0.0, 2.0, 2.0, 0.0, 9.0, 85.0, 0.0, 25.0, 0.0
 Zaragoza, 12-004 -B, 587.0, 587.0, 339.0, 0.0, 339.0, 4.0, 6.0, 78.0, 3.0, 17.0, 4.0, 0.0, 19.0, 59.0, 1.0, 3.0, 4.0, 0.0, 11.0, 101.0, 2.0, 27.0, 0.0
 Zaragoza, 12-005 -A, 563.0, 563.0, 325.0, 0.0, 325.0, 9.0, 4.0, 91.0, 0.0, 27.0, 5.0, 1.0, 15.0, 49.0, 0.0, 7.0, 5.0, 0.0, 9.0, 85.0, 0.0, 18.0, 0.0
 Zaragoza, 12-005 -B, 607.0, 607.0, 401.0, 0.0, 401.0, 6.0, 2.0, 113.0, 2.0, 31.0, 4.0, 0.0, 41.0, 43.0, 0.0, 5.0, 5.0, 1.0, 16.0, 110.0, 2.0, 19.0, 1.0
 Zaragoza, 12-006 -A, 622.0, 622.0, 347.0, 0.0, 347.0, 5.0, 3.0, 95.0, 0.0, 25.0, 4.0, 0.0, 22.0, 69.0, 2.0, 7.0, 2.0, 1.0, 10.0, 86.0, 1.0, 14.0, 1.0
 Zaragoza, 12-006 -B, 558.0, 558.0, 339.0, 0.0, 339.0, 0.0, 6.0, 113.0, 0.0, 17.0, 1.0, 0.0, 15.0, 64.0, 0.0, 2.0, 2.0, 0.0, 8.0, 88.0, 0.0, 22.0, 1.0
 Zaragoza, 12-007 -U, 699.0, 699.0, 388.0, 0.0, 388.0, 2.0, 5.0, 118.0, 0.0, 21.0, 6.0, 0.0, 37.0, 73.0, 3.0, 3.0, 2.0, 3.0, 8.0, 84.0, 0.0, 23.0, 0.0
 Zaragoza, 12-008 -U, 774.0, 774.0, 461.0, 0.0, 461.0, 5.0, 6.0, 110.0, 4.0, 22.0, 12.0, 0.0, 39.0, 80.0, 0.0, 4.0, 3.0, 0.0, 19.0, 115.0, 0.0, 40.0, 2.0
 Zaragoza, 12-009 -A, 750.0, 750.0, 305.0, 0.0, 305.0, 4.0, 13.0, 34.0, 0.0, 12.0, 3.0, 1.0, 5.0, 94.0, 0.0, 6.0, 8.0, 0.0, 10.0, 70.0, 1.0, 44.0, 0.0
 Zaragoza, 12-009 -B, 736.0, 736.0, 367.0, 0.0, 367.0, 4.0, 6.0, 35.0, 0.0, 12.0, 2.0, 2.0, 11.0, 126.0, 1.0, 1.0, 4.0, 0.0, 8.0, 95.0, 0.0, 58.0, 2.0
 Zaragoza, 12-010 -U, 589.0, 589.0, 386.0, 0.0, 386.0, 2.0, 6.0, 53.0, 0.0, 9.0, 5.0, 0.0, 13.0, 127.0, 1.0, 3.0, 1.0, 1.0, 11.0, 85.0, 0.0, 69.0, 0.0
 Zuera, 1-001 -A, 639.0, 639.0, 445.0, 1.0, 446.0, 8.0, 4.0, 142.0, 1.0, 10.0, 0.0, 0.0, 10.0, 132.0, 0.0, 4.0, 4.0, 0.0, 34.0, 44.0, 2.0, 51.0, 0.0
 Zuera, 1-001 -B, 605.0, 605.0, 425.0, 2.0, 427.0, 8.0, 4.0, 132.0, 2.0, 14.0, 0.0, 0.0, 9.0, 132.0, 1.0, 4.0, 2.0, 1.0, 14.0, 68.0, 0.0, 36.0, 0.0
 Zuera, 1-001 -C, 526.0, 526.0, 398.0, 0.0, 398.0, 9.0, 8.0, 122.0, 0.0, 12.0, 1.0, 0.0, 5.0, 119.0, 0.0, 2.0, 3.0, 0.0, 21.0, 57.0, 1.0, 37.0, 1.0
 Zuera, 1-002 -A, 575.0, 575.0, 428.0, 1.0, 429.0, 8.0, 19.0, 135.0, 0.0, 11.0, 2.0, 1.0, 12.0, 121.0, 1.0, 3.0, 2.0, 0.0, 16.0, 50.0, 0.0, 47.0, 1.0
 Zuera, 1-002 -B, 559.0, 559.0, 417.0, 2.0, 419.0, 17.0, 6.0, 124.0, 0.0, 10.0, 1.0, 0.0, 7.0, 131.0, 0.0, 2.0, 1.0, 2.0, 23.0, 62.0, 1.0, 31.0, 1.0
 Zuera, 1-002 -C, 498.0, 498.0, 365.0, 1.0, 366.0, 12.0, 5.0, 113.0, 0.0, 12.0, 3.0, 1.0, 7.0, 100.0, 1.0, 1.0, 2.0, 1.0, 17.0, 67.0, 0.0, 24.0, 0.0
 Zuera, 1-003 -A, 609.0, 609.0, 400.0, 1.0, 401.0, 12.0, 7.0, 81.0, 3.0, 10.0, 4.0, 0.0, 3.0, 117.0, 0.0, 2.0, 4.0, 0.0, 22.0, 94.0, 0.0, 42.0, 0.0
 Zuera, 1-003 -B, 681.0, 681.0, 472.0, 3.0, 475.0, 15.0, 13.0, 96.0, 2.0, 14.0, 2.0, 0.0, 17.0, 124.0, 1.0, 1.0, 4.0, 0.0, 25.0, 122.0, 1.0, 38.0, 0.0
 Zuera, 2-001 -A, 309.0, 309.0, 245.0, 1.0, 246.0, 1.0, 5.0, 53.0, 10.0, 6.0, 0.0, 0.0, 7.0, 76.0, 0.0, 0.0, 0.0, 0.0, 13.0, 49.0, 1.0, 25.0, 0.0
 Zuera, 2-001 -B, 329.0, 329.0, 257.0, 1.0, 258.0, 5.0, 5.0, 39.0, 11.0, 7.0, 0.0, 1.0, 3.0, 69.0, 0.0, 1.0, 0.0, 0.0, 26.0, 60.0, 0.0, 30.0, 1.0
